2.040768,2
2.040768,3
2.541947,2
2.541947,3
3.055275,2
3.568697,1
3.568697,2
4.082263,1
4.082263,2
5.109397,1
5.109397,2
5.622964,2
6.13653,1
6.13653,2
7.16393,2
7.67723,2
8.190798,2
8.190798,3
9.218429,1
9.218429,2
9.731868,2
10.75883,2
10.75883,3
11.27257,2
11.78576,0
12.29933,2
12.8129,1
12.8129,2
13.32646,2
13.84033,0
13.84033,2
14.86716,2
15.38073,2
15.38073,3
15.8943,2
16.40792,2
17.435,2
17.94856,2
18.9757,2
19.4896,0
19.4896,2
20.00314,2
20.5167,2
21.03027,2
21.54384,2
22.0574,2
23.08457,2
23.5981,2
25.1388,2
25.65269,0
25.65269,2
26.16594,2
26.16594,3
27.1933,2
27.70699,2
28.22036,2
29.24734,2
29.7609,0
31.30413,2
31.8177,2
32.33164,2
32.84483,2
33.36113,2
33.87465,0
33.87465,3
34.38837,2
34.38837,3
34.90178,0
34.90178,3
36.44249,1
36.44249,2
36.95605,2
37.4699,3
37.98324,0
37.98324,2
38.49675,0
39.52437,2
40.55109,0
40.55109,1
41.06458,0
42.60529,0
43.11885,1
44.14644,0
44.65968,0
44.65968,2
46.20036,0
46.71494,0
46.71494,3
47.22892,0
48.25564,0
48.25564,3
49.79634,0
49.79634,2
50.30991,0
50.82347,0
51.33704,0
51.85061,0
51.85061,1
52.87774,0
52.87774,3
53.90488,0
53.90488,2
55.44558,2
55.95914,0
56.47301,0
56.98854,0
58.01522,0
58.52879,0
59.04236,0
59.55593,2
60.58334,0
61.09663,2
63.15089,0
65.20542,0
66.74586,0
67.25943,0
67.77299,0
68.28669,0
68.80013,0
69.31384,0
69.82726,0
70.34083,0
70.85488,0
71.36796,1
71.88189,0
72.3951,0
72.90866,0
73.93588,0
74.44948,0
75.99006,0
77.0172,0
78.04487,0
78.55833,0
79.58502,2
80.08646,2
80.08646,3
81.11359,1
81.11359,2
81.62716,2
81.62716,3
82.65429,2
83.16816,2
84.19499,1
84.19499,2
84.19499,3
84.70856,2
85.73569,2
85.73569,3
87.26685,2
88.80762,2
88.80762,3
89.32118,0
89.32118,3
89.83475,0
90.34872,2
1.888601,2
1.888601,3
2.272148,3
2.653181,2
3.034216,2
3.415248,2
3.415248,3
3.796281,2
4.177314,2
4.558349,2
4.939706,2
5.320415,1
5.320415,2
5.701625,2
6.082481,2
6.463515,2
6.463515,3
6.844801,2
6.844801,3
7.225581,2
7.606615,2
7.987648,2
8.368682,2
9.130748,1
9.130748,2
9.511819,2
9.511819,3
9.892833,2
10.65488,2
10.65488,3
11.03592,2
11.41695,2
11.79798,0
12.17902,2
12.56023,1
12.56023,2
12.94108,2
13.32211,1
13.32211,2
13.70315,0
13.70315,2
14.08418,2
14.84625,2
15.22728,2
15.60831,2
16.75142,2
17.13245,2
17.51348,2
17.89451,2
18.27555,2
19.03761,2
19.41865,2
19.79968,2
20.18084,2
20.56175,2
20.94278,2
21.70485,2
22.08588,2
22.46691,2
22.46691,3
23.61038,2
24.37208,0
24.37208,2
24.37208,3
25.13415,2
25.51518,2
25.89621,2
25.89621,3
26.27725,2
27.03932,2
28.94448,2
29.32551,2
29.70655,2
30.08758,2
30.46871,2
30.84965,0
31.23108,2
31.61172,0
31.61172,2
31.99298,0
31.99298,2
32.37388,0
32.37388,2
32.75482,0
32.75482,2
33.13585,2
33.51688,2
33.89792,2
34.27895,2
34.27895,3
34.65998,3
35.04102,2
35.04102,3
35.80309,2
36.56515,2
36.94618,2
37.70825,0
38.08931,0
38.47032,0
38.85135,2
39.23238,0
39.99445,0
39.99445,2
40.37553,2
40.75652,0
41.13755,0
41.51858,0
41.89962,0
41.89962,2
42.66168,0
42.66168,3
43.42375,1
43.80478,2
44.18602,0
44.56685,2
45.32892,0
46.85305,2
47.23408,0
47.61512,0
47.61512,2
47.99633,0
48.37725,0
49.13925,1
49.13925,2
49.52028,1
49.52028,2
49.90132,0
49.90132,3
50.28235,0
50.66338,0
51.04441,0
51.42545,0
51.80648,2
52.18752,0
52.18752,2
52.56855,3
52.94958,0
53.33093,1
54.85475,0
54.85475,1
55.23578,2
55.9979,0
56.75992,0
57.52219,0
57.90302,0
58.66508,2
58.66508,3
59.04612,0
59.04612,2
59.42715,0
59.80818,0
60.57025,0
60.95128,0
61.33232,2
61.71335,0
66.28574,2
67.04781,2
67.80988,0
68.19103,0
69.33401,0
69.71505,0
70.85815,0
71.23918,0
71.62022,0
72.00134,0
72.38229,0
72.76331,0
74.28757,0
74.66848,0
75.04951,0
75.43055,0
75.81158,0
76.19261,0
76.57365,1
77.33571,1
78.85985,0
78.85985,1
79.62191,2
79.62191,3
80.00294,2
80.00294,3
81.14605,1
81.14605,2
81.14605,3
81.90811,2
82.67018,2
83.05122,2
83.43224,2
84.19431,1
84.19431,2
84.19431,3
84.95836,2
85.72043,2
85.72043,3
86.10146,2
86.10146,3
86.48256,2
86.48256,3
87.24456,1
87.24456,2
87.6256,2
88.00663,2
88.00663,3
88.76869,2
88.76869,3
89.14973,0
89.14973,2
89.14973,3
89.53076,0
89.53076,3
89.9118,0
90.29282,2
90.67386,2
91.05489,2
