0.4958323,3
0.7585983,3
1.255034,3
1.539397,3
1.803364,3
8.019066,3
8.320218,1
8.320218,3
8.590693,0
8.922465,0
9.450594,0
9.875081,1
10.47497,0
10.95074,1
11.21916,1
11.51942,0
11.80634,3
12.07143,0
12.35201,1
12.62247,0
12.93602,2
13.2191,0
13.5348,1
13.87147,2
14.13831,0
14.63598,0
15.10316,1
15.40371,0
15.6667,1
16.13182,1
16.6874,1
16.6874,3
17.20658,1
17.73537,1
18.21878,1
18.7841,1
19.25893,1
19.57062,1
19.88275,0
20.39145,0
20.85107,1
21.43521,0
21.93708,0
22.49511,0
22.93489,1
23.51776,0
23.78419,2
24.08413,1
24.3831,0
24.76797,1
25.07056,2
25.40361,2
26.38334,2
26.69065,2
27.2516,2
27.99885,2
28.50692,2
29.01925,2
29.63528,2
31.11465,2
32.18314,2
32.49979,2
33.20761,3
33.48337,3
33.74685,2
34.03467,3
34.6868,2
35.00765,3
35.29911,3
35.60292,2
35.95512,1
36.38406,2
36.38406,3
36.6553,3
36.92331,2
36.92331,3
37.19936,2
37.19936,3
37.4674,2
37.4674,3
37.9234,2
38.2002,3
38.57152,1
38.85152,2
39.1833,3
39.45534,3
39.72349,3
39.98688,3
40.28343,3
40.58287,3
40.85165,3
41.12361,3
41.42346,2
41.71608,3
42.08324,3
42.34702,2
42.73925,2
43.09938,2
45.14709,2
45.49877,2
46.47118,2
48.36296,2
49.01529,2
49.33462,2
49.66475,2
50.02451,1
50.57072,1
51.27884,3
51.60807,1
52.14404,1
52.67875,1
53.19493,1
53.49632,2
53.82351,2
53.82351,3
54.21556,1
54.83523,3
55.63166,2
55.89977,3
56.16327,2
56.44811,1
56.9034,3
57.24831,3
58.09484,3
58.41927,3
59.17919,2
59.46328,1
59.90379,2
60.17916,0
60.44732,2
60.82672,0
61.2877,1
61.89976,3
62.1637,0
62.6035,1
62.97201,2
63.43507,0
63.74763,3
64.2035,0
64.56445,2
64.8671,2
65.14772,3
65.46699,3
65.98038,1
66.47173,1
66.47173,3
66.81595,0
66.81595,3
67.30368,2
67.57934,1
67.57934,2
67.94785,0
68.38299,0
68.68758,2
69.04292,2
69.32699,0
69.6829,1
70.2637,2
70.53197,0
70.94792,1
71.31182,2
71.61134,2
71.87935,0
71.87935,2
72.17983,1
72.49886,1
72.92688,2
72.92688,3
73.51154,3
73.98288,0
74.44324,0
74.71191,1
75.39565,3
75.66345,3
75.92838,3
76.36369,3
76.71225,3
77.01157,3
78.14687,3
82.14462,2
83.47545,1
83.47545,3
83.86736,2
84.22741,3
85.3754,2
85.93123,2
86.50723,2
87.09945,1
87.3835,2
88.1312,2
89.18375,1
89.55955,2
89.55955,3
90.23092,1
90.61133,2
91.1154,2
91.62776,3
91.90694,0
92.18018,0
92.44682,2
94.77546,2
95.21563,2
97.34422,2
97.82809,3
98.13194,2
98.42777,2
98.83171,2
99.09933,2
99.38391,2
99.66359,2
100.1477,1
100.6472,1
100.9999,2
101.3111,3
101.6604,2
102.3794,3
102.7473,1
103.26,1
103.7952,1
104.3156,1
104.8315,1
105.3791,1
105.6768,2
105.9759,3
106.3927,1
106.6838,1
107.1477,3
107.5635,2
107.8631,2
108.1316,2
108.3927,0
108.3927,3
108.6632,0
108.9552,2
109.6082,0
110.1158,2
110.5602,2
111.0724,1
111.6435,1
111.9081,0
112.2069,0
112.4731,2
112.7478,0
113.1442,2
113.4076,0
113.8235,0
114.2235,1
114.7756,1
115.2681,1
115.5721,0
115.8929,2
116.159,0
116.159,1
116.4922,2
116.7761,0
117.24,2
117.5085,0
117.9713,0
118.4115,1
118.6736,0
118.9715,0
119.4397,1
119.7402,0
120.0078,1
120.5604,0
121.0872,0
121.5957,0
122.1398,0
122.6712,0
123.1714,0
123.6881,0
123.9557,2
124.2638,1
124.9923,0
127.2799,1
128.0559,1
131.4557,1
132.2716,1
132.6401,0
